,title,content,datetime
112,美股开盘：道指高开300点 波音连涨三日,道指开盘涨约300点，收复21000点关口；美股航空股大幅走高，波音高开17%，三个交易日反弹近50%。,2020-03-25 21:30:00
113,上海市委副书记龚正调研汽车、集成电路等领域企业复工复...,上海市委副书记、代市长龚正今天（25日）调研汽车、集成电路、航空等领域企业复工复产工作时指出，要在确保疫情防控到位的同时，努力为企业提供更精准的服务，打造更好的营商环境，有力推动企业加快复工复产复市，鼓足干劲抓发展、稳增长，奋力...,2020-03-25 21:30:00
114,美股航空股盘前走高,美股航空股盘前走高。达美航空涨11%，美国航空集团涨10%，波音盘前涨超12%。此前有消息称美国刺激政策协议为航空业提供约500亿美元。,2020-03-25 16:03:00
115,美国刺激政策协议为航空业提供约500亿美元,据消息人士，美国刺激政策协议为航空业提供约500亿美元。,2020-03-25 13:36:00
116,港股午评：恒指午间收涨2.12% 汽车股大涨,恒指午间收涨2.12%，航空股、体育用品股、汽车股涨幅居前，长城汽车涨逾10%。,2020-03-25 12:02:00
117,港股航空股上扬,港股航空股上扬，中国南方航空股份涨幅扩大至12%，中国东方航空股份涨超10%，中国国航涨超8%。,2020-03-25 09:47:00
118,机场航运板块集体走强,机场航运板块集体走强，华夏航空涨7%，中国国航、东方航空、春秋航空、南方航空等跟涨。,2020-03-25 09:40:00
119,美国：成立新冠肺炎高性能计算联盟应对疫情,据美国消费者新闻与商业频道网站报道，美国白宫与国际商用机器公司（IBM）、国家航空航天局（NASA）等机构合作，提供超级计算机的超级计算能力，帮助研究人员应对新冠疫情。白宫称，这些超级计算能力将可帮助研究人员开发预测模型，以分析新冠肺...,2020-03-25 08:57:00
120,泰国最大航空公司暂停所有国际航线至5月31日,当地时间3月24日，受新冠肺炎疫情蔓延影响，泰国国际航空公司代理总裁Chakkrit Paraphantakul透露，泰国国际航空决定在3月25日至5月31日，取消所有国际航班。,2020-03-25 08:19:00
121,澳大利亚第二大航空公司停飞90%国内航线,当地时间3月25日，澳大利亚第二大航空公司维珍航空（Virgin Ausrralia）宣布，将于本周五前停飞90%的国内航线，3月底前停飞所有国际航线，由此将造成8000多员工下岗。此前，澳大利亚最大航空公司澳航（Qantas Australia）也宣布了类似决定，预计...,2020-03-25 06:54:00
122,加拿大西捷航空公司宣布裁员6900人,加拿大第二大航空公司――西捷航空公司首席执行官艾德·西姆斯当地时间24日下午通过官方网站发表文字声明和视频讲话，宣布裁员6900人，约占其员工总数14000人的一半。声明说，从上个星期开始，公司开始呼吁员工自动离职或提前退休，被裁掉的员工...,2020-03-25 04:59:00
123,泰国最大航空公司暂停所有国际航线,当地时间3月24日，受新冠肺炎疫情蔓延影响，泰国国际航空公司代理总裁Chakkrit Paraphantakul透露，泰国国际航空决定在3月25日至5月31日，取消所有国际航班。此前，泰国曼谷航空和泰国狮航也相继暂停所有国际航班。（央视新闻）,2020-03-25 01:21:00
124,英国政府：航空业没有大规模的纾困计划,英国财政大臣Rishi Sunak给航空公司的信称，财政部没有计划用纳税人的资金对航空业进行纾困。称一旦这些公司用尽了所有商业手段，包括从现有投资者那里募集的额外资金，政府准备与单个公司进行谈判“作为最后的手段”如果给予此类援助，政府将“...,2020-03-25 00:24:00
125,亚航宣布暂停大部分航班,由于新冠肺炎疫情导致多国陆续宣布出行禁令，总部设在马来西亚的亚洲航空公司26日宣布该集团大部分航班停飞。亚航当天在公告中称，为遏制病毒传播，确保旅客与机组人员的飞行安全，亚航将大部分航班取消，其中包括暂停其马来西亚分公司3月底至4...,2020-03-26 22:51:00
126,民航局发布关于疫情防控期间继续调减国际客运航班量的通知,民航局发布关于疫情防控期间继续调减国际客运航班量的通知：以民航局3月12日官网发布的“国际航班信息发布（第5期） ”为基准，国内每家航空公司经营至任一国家的航线只能保留1条，且每条航线每周运营班次不得超过1班。,2020-03-26 19:37:00
127,美股航空股盘前转跌 美国联合航空跌6.75%,美股航空股盘前转跌。美国联合航空跌6.75%，美国航空集团跌5.46%，达美航空跌4.82%，波音跌1.74%。,2020-03-26 16:59:00
128,俄罗斯从27日起停止运行所有国际航班,俄罗斯政府总理米舒斯京26日授权俄各航空公司，从27日起暂停运行所有国际航班，包括定期航班和包机，只执行俄罗斯从疫情严重国家撤侨的航班。,2020-03-26 15:17:00
129,港股收评：恒指高开低走收涨0.56%,恒指高开低走收涨0.56%；航空股、华为概念股午后走低，中国国航收跌2.66%，瑞声科技跌逾4%；内房股尾盘上扬，SOHO中国收涨5.83%。,2020-03-27 16:09:00
130,民航局：每天入境旅客将降到5000人左右,民航局采取多项措施防范境外疫情输入，调减国际客运航班仅保留一司一国一线。据测算，每天通过航空入境的旅客人数将由目前的2.5万人降到5000人左右。针对海外华人，民航局将根据需求、视情启动重大航空运输保障机制，开行临时班机或包机。（中国...,2020-03-27 15:47:00
131,救助新加坡航空业 政府再援助3.5亿新元,新加坡副总理兼财政部长王瑞杰26日在国会公布2020追加预算案时表示，航空业和其他经济领域紧密相连，一旦崩塌将带来连锁效应。因此政府再拨出总值3.5亿新元（约合17.5亿元人民币）的加强版航空业援助配套，缓解业界资金周转问题，挺过疫情危机。...,2020-03-27 13:24:00
132,"美国""罗斯福号""航母上25人已确诊新冠肺炎 感染地点仍未知",据美国CNN报道，一名海军官员证实，目前在“西奥多·罗斯福号”航空母舰上已有25名水兵确诊感染新冠病毒。海军方面表示，他们预计船员中还会有更多人检测结果呈阳性。据悉，航母上大约有5000人。根据莫德利的说法，“罗斯福号”正驶向关岛。美媒...,2020-03-27 07:59:00
133,新加坡总理：不存在已经打赢抗疫战争的幻想,新加坡总理：正在对抗不断升级的疫情，不存在已经打赢抗疫战争的幻想。新加坡的旅游业、航空业已消亡。由于供应链中断，新加坡的出口受到了影响。,2020-03-29 22:23:00
134,国家加快发展快递空中网络 货运机场建设提速,国务院联防联控机制29日召开新闻发布会，国家邮政局政策法规司司长金京华表示，国家邮政局将加快发展快递空中网络，提高国际航空货运能力，来促进国际物流供应链体系建设。与此同时，国家发改委基础设施发展司一级巡视员任虹也表示，将加快推进...,2020-03-29 20:57:00
135,民航局：已出台措施降低航空公司收费标准,中国民航局发展计划司二级巡视员张清表示，目前，民航局已出台相关措施，降低航空公司、机场、空管收费标准。同时还采取了包括优化货运航线航班许可管理。,2020-03-29 16:12:00
136,民航局：目前中外航空公司国际全货运航班数量已接近疫情...,中国民用航空局发展计划司二级巡视员张清29日表示，近期，随着国内疫情防控形势持续向好、全货机利用率的提高以及相关支持政策措施的陆续出台，我国国际航空货运能力紧张的情况会得到一定的缓解。目前，中外航空公司国际全货运航班将增至每周930...,2020-03-29 15:56:00
137,美国航空业受疫情影响严重，未来两个月航班数或将降至二成,据美国有线电视新闻网（CNN）3月28日报道，美国各航空公司周五（27日）宣布未来两个月预计将只完成其国内航线20％的航班，完成其国际航线10％至20％的航班。,2020-03-29 15:44:00
138,国家邮政局：加快发展快递空中网络，促进国际物流供应链...,国务院联防联控机制3月29日召开新闻发布会，国家邮政局政策法规司司长金京华表示，国家邮政局将加快发展快递空中网络，提高国际航空货运能力，来促进国际物流供应链体系建设。主要抓几个方面的工作：一是联合民航局开展国际邮件快件航空网络布局...,2020-03-29 15:30:00
139,美股盘前必读：美股期指临近开盘集体翻红 摩根大通认为最...,美国股指期货由跌转涨，临近开盘集体翻红；欧股集体下跌，跌幅在1%左右；摩根大通的策略师认为，市场动荡的最糟糕阶段已经过去；美国主要航空公司要求美国财政部尽快行动。,2020-03-30 20:09:00
140,洪都航空：2019年度净利8286.82万元，同比下降42.06%,洪都航空发布公告称，2019年度实现营业收入44.2亿元，同比增长46.34%；净利8286.82万元，同比下降42.06%。其中，第四季度实现营业收入27.19亿元，净利1.63亿元。,2020-03-30 17:10:00
141,港股收评：恒指收跌1.32% “三桶油”午后拉升,恒指收跌1.32%，航空股、华为概念股、内房股下挫，中国东方航空跌4%。融创中国跌逾6%；“三桶油”午后转涨，中国石油股份涨近3%。,2020-03-30 16:08:00
142,中国民航局：会适情启动重大航空运输保障机制,中国民航局：对需求集中、飞行目的地有接收保障能力的城市，会适情启动重大航空运输保障机制。民航有能力及时开通临时加班和包机。（央视新闻）,2020-03-30 15:28:00
143,港股午评：恒指午间收跌1.29% 航空股、内房股集体下跌,恒指午间收跌1.29%，航空股、苹果概念股下挫。,2020-03-30 12:00:00
144,河南6家省管企业与阿里巴巴签署“新基建”合作框架协议,3月29日，记者从河南省政府国资委获悉，在该委牵头组织下，6家省管企业与阿里巴巴（中国）有限公司签署“新基建”合作框架协议，提升国有资产智能监管水平，并在能源、装备制造、航空、高速公路、水利等领域开展战略合作，努力成为全省数字化转...,2020-03-30 11:03:00
145,港股航空股集体下跌,航空股集体下跌，中国南方航空股份（01055.HK）跌4.18%，中国东方航空股份（00670.HK）跌5.82%，中国国航（00753.HK）跌5.65%。,2020-03-30 10:01:00
146,高盛：疫情或将永远改变石油行业,高盛认为，全球航空业和通勤者对石油的需求或许永远无法回到疫情爆发前每日1600万桶的水平，未来资产优质的油企会更少，且将面临资本支出受限的局面。,2020-03-31 11:24:00
147,维珍澳大利亚航空寻求8.63亿美元的政府救助贷款,维珍澳大利亚航空向政府申请14亿澳元（8.63亿美元）贷款，以渡过新冠病毒危机。维珍澳大利亚航空发言人周二表示，该公司正在为澳大利亚航空业争取50亿澳元的一揽子支持，上述贷款是其中的一部分。,2020-03-31 10:24:00
